Date,Articles,Terms,Negativ,Positiv
08/03/2012,5,1636,2.995110024,3.789731051
09/03/2012,4,1147,2.005231037,4.184829991
11/03/2012,3,1043,2.876318313,4.697986577
12/03/2012,6,2077,2.455464612,4.47761194
13/03/2012,7,2372,3.035413153,4.384485666
14/03/2012,5,1708,3.7470726,3.805620609
15/03/2012,5,1733,3.289094057,4.154645124
16/03/2012,6,1772,3.16027088,3.442437923
18/03/2012,3,1082,2.957486137,4.71349353
19/03/2012,5,1735,2.305475504,4.553314121
20/03/2012,5,1636,2.750611247,4.339853301
21/03/2012,6,2069,2.464958917,4.301594973
22/03/2012,5,1701,2.233980012,4.174015285
23/03/2012,5,1503,3.393213573,4.524284764
25/03/2012,3,1026,2.53411306,4.678362573
26/03/2012,5,1738,2.934407365,4.372842348
27/03/2012,5,1704,3.286384977,4.929577465
28/03/2012,6,2044,2.59295499,4.15851272
29/03/2012,6,2076,2.215799615,4.961464355
30/03/2012,4,1183,3.634826712,3.465765004
01/04/2012,3,1062,3.578154426,4.896421846
02/04/2012,5,1692,2.423167849,4.669030733
03/04/2012,5,1693,3.248670998,4.311872416
04/04/2012,6,2031,2.855736091,4.234367307
06/04/2012,4,1135,3.436123348,3.524229075
08/04/2012,2,635,2.992125984,5.196850394
09/04/2012,5,1718,2.793946449,4.365541327
10/04/2012,5,1690,3.431952663,4.615384615
11/04/2012,5,1678,3.218116806,4.648390942
12/04/2012,5,1703,2.81855549,4.345273048
13/04/2012,5,1413,2.547770701,4.387827318
15/04/2012,3,1036,3.185328185,3.957528958
16/04/2012,5,1704,2.288732394,4.518779343
17/04/2012,6,1979,3.082364831,3.789792825
18/04/2012,5,1657,2.655401328,4.707302354
19/04/2012,6,1962,3.160040775,3.669724771
20/04/2012,2,676,2.514792899,3.550295858
21/04/2012,1,152,3.289473684,4.605263158
22/04/2012,4,1363,2.934702861,4.035216434
23/04/2012,6,1952,2.920081967,3.842213115
24/04/2012,5,1681,3.450327186,4.99702558
25/04/2012,7,2408,3.031561462,4.485049834
26/04/2012,5,1648,3.094660194,4.126213592
27/04/2012,5,1461,3.011635866,3.832991102
29/04/2012,3,1003,3.788634098,4.985044865
30/04/2012,5,1660,3.313253012,3.493975904
01/05/2012,5,1673,2.630005977,4.303646145
02/05/2012,7,3740,2.299465241,4.679144385
03/05/2012,5,1702,2.467685076,3.525264395
04/05/2012,5,1511,3.573792191,4.831237591
07/05/2012,5,1609,3.604723431,4.101926663
08/05/2012,5,1672,2.93062201,4.90430622
09/05/2012,5,1660,3.072289157,4.096385542
10/05/2012,5,1701,2.998236332,5.702527925
11/05/2012,5,1473,3.462321792,4.820095044
13/05/2012,3,1030,2.330097087,4.27184466
14/05/2012,6,1992,3.463855422,5.020080321
15/05/2012,6,2048,3.22265625,5.37109375
16/05/2012,4,1384,3.106936416,3.829479769
17/05/2012,6,2066,4.211035818,4.549854792
18/05/2012,4,1124,2.135231317,4.715302491
20/05/2012,3,1048,3.816793893,3.721374046
21/05/2012,5,1706,2.344665885,4.337631887
22/05/2012,5,1671,3.111909037,3.470975464
23/05/2012,5,1720,3.720930233,4.825581395
24/05/2012,5,1664,3.846153846,4.867788462
25/05/2012,4,1152,2.951388889,3.559027778
27/05/2012,3,1050,2.476190476,3.714285714
28/05/2012,5,1643,2.312842362,3.712720633
29/05/2012,6,1907,2.46460409,3.513371788
30/05/2012,5,1655,2.960725076,3.867069486
31/05/2012,4,1358,2.282768778,5.081001473
01/06/2012,4,1208,3.311258278,4.139072848
03/06/2012,3,1020,2.745098039,5.294117647
04/06/2012,4,1315,2.585551331,3.346007605
05/06/2012,5,1660,2.65060241,3.855421687
06/06/2012,5,1699,2.589758682,4.296645085
07/06/2012,6,2004,2.694610778,4.590818363
08/06/2012,4,1166,2.401372213,4.974271012
10/06/2012,3,1019,2.158979392,4.710500491
11/06/2012,5,1651,2.54391278,4.603270745
12/06/2012,5,1658,3.799758745,4.041013269
13/06/2012,5,1698,2.061248528,3.769140165
14/06/2012,7,3716,2.852529602,4.440258342
15/06/2012,5,1264,2.056962025,5.063291139
17/06/2012,3,1025,2.829268293,3.804878049
18/06/2012,6,2018,3.419226957,4.459861249
19/06/2012,5,1704,2.758215962,3.521126761
20/06/2012,6,2022,3.610286845,5.440158259
21/06/2012,6,2047,3.321934538,4.543234001
22/06/2012,4,1166,5.403087479,5.060034305
24/06/2012,3,1012,2.173913043,3.162055336
25/06/2012,7,2272,4.225352113,3.521126761
26/06/2012,5,1735,3.458213256,4.322766571
27/06/2012,9,2997,3.470136803,4.571237905
28/06/2012,6,2001,3.39830085,4.947526237
29/06/2012,7,2704,3.106508876,4.696745562
01/07/2012,3,1002,2.49500998,5.289421158
02/07/2012,5,1728,2.314814815,4.166666667
03/07/2012,5,1756,2.733485194,4.043280182
04/07/2012,6,2037,3.289150712,4.12371134
05/07/2012,6,2040,2.892156863,4.852941176
06/07/2012,4,1171,2.732707088,3.842869342
08/07/2012,3,1013,2.566633761,3.455083909
09/07/2012,5,1675,2.925373134,4.71641791
10/07/2012,8,2673,2.955480733,4.900860456
11/07/2012,6,2045,3.37408313,4.009779951
12/07/2012,8,3963,3.356043401,4.365379763
13/07/2012,4,1193,2.849958089,4.023470243
15/07/2012,3,1017,2.55653884,5.801376598
16/07/2012,8,2723,2.9379361,4.884318766
17/07/2012,7,2445,3.067484663,4.171779141
18/07/2012,5,1663,3.066746843,2.946482261
19/07/2012,6,2012,3.230616302,4.274353877
20/07/2012,5,1587,2.709514808,3.717706364
22/07/2012,4,1322,3.555219365,3.101361573
23/07/2012,5,1708,2.927400468,5.035128806
24/07/2012,5,1738,2.53164557,4.257767549
25/07/2012,6,2053,3.750608865,4.335119338
26/07/2012,5,1659,3.315250151,3.737191079
27/07/2012,5,1478,3.044654939,3.51826793
29/07/2012,3,1020,2.254901961,4.803921569
30/07/2012,7,2416,3.518211921,4.304635762
31/07/2012,6,2099,3.763696999,4.144830872
01/08/2012,6,2049,3.318692045,4.636408004
02/08/2012,5,1746,2.691867125,3.894616266
03/08/2012,4,1205,3.900414938,4.066390041
05/08/2012,3,1016,3.641732283,4.625984252
06/08/2012,6,2092,2.437858509,4.732313576
07/08/2012,7,2476,3.02907916,4.725363489
08/08/2012,6,3541,2.40045185,3.78424174
09/08/2012,5,1759,4.206935759,4.320636725
10/08/2012,4,1160,2.5,4.482758621
12/08/2012,3,1041,3.266090298,3.938520653
13/08/2012,7,2399,3.251354731,5.293872447
14/08/2012,8,2675,2.46728972,4.411214953
15/08/2012,6,2023,3.015323777,4.79485912
16/08/2012,5,1685,2.077151335,5.87537092
17/08/2012,5,1453,3.372333104,3.854094976
19/08/2012,3,1002,2.694610778,4.191616766
20/08/2012,5,1728,3.240740741,3.819444444
21/08/2012,4,1388,3.025936599,2.95389049
22/08/2012,5,1731,3.928365107,3.870595032
23/08/2012,5,1732,2.829099307,4.561200924
24/08/2012,4,1150,3.826086957,3.913043478
26/08/2012,3,1019,4.41609421,4.219823356
27/08/2012,6,2057,2.86825474,4.521147302
28/08/2012,5,1718,3.608847497,3.201396973
29/08/2012,6,2072,2.413127413,4.247104247
30/08/2012,7,2414,1.615575808,4.722452361
31/08/2012,5,1496,2.406417112,3.676470588
02/09/2012,3,882,1.927437642,4.421768707
03/09/2012,5,1721,3.253922138,4.067402673
04/09/2012,6,2047,2.589154861,4.592085979
05/09/2012,7,3938,3.148806501,4.113763332
06/09/2012,8,2739,2.66520628,4.125593282
07/09/2012,4,1200,3.416666667,6.5
09/09/2012,3,1003,2.791625125,4.187437687
10/09/2012,5,1811,2.595251242,4.030922142
11/09/2012,7,2381,3.359932801,4.829903402
12/09/2012,7,2331,2.702702703,4.247104247
13/09/2012,6,2135,3.653395785,3.887587822
14/09/2012,5,1516,2.374670185,4.221635884
16/09/2012,3,1042,3.071017274,3.166986564
17/09/2012,5,1666,2.581032413,4.741896759
18/09/2012,5,1720,3.081395349,3.488372093
19/09/2012,5,1736,3.398617512,4.377880184
20/09/2012,5,1765,3.116147309,3.569405099
21/09/2012,4,1161,2.41171404,4.737295435
23/09/2012,3,1007,2.284011917,4.865938431
24/09/2012,6,2036,2.996070727,5.304518664
25/09/2012,7,2410,2.904564315,3.360995851
26/09/2012,7,2305,3.253796095,5.119305857
27/09/2012,6,2057,2.576567817,3.986387944
28/09/2012,6,1821,3.569467326,4.667764964
30/09/2012,3,951,3.259726604,5.152471083
01/10/2012,7,2399,2.334305961,4.585243852
02/10/2012,6,2041,2.694757472,4.703576678
03/10/2012,8,2798,3.288062902,4.288777698
04/10/2012,5,1658,3.075995175,4.583835947
05/10/2012,4,1172,2.815699659,4.607508532
07/10/2012,3,991,4.439959637,4.54086781
09/10/2012,5,1775,2.309859155,4.563380282
10/10/2012,7,2355,3.566878981,3.227176221
11/10/2012,6,2047,3.419638495,4.543234001
12/10/2012,4,1131,2.387267905,4.597701149
14/10/2012,3,1014,3.550295858,3.944773176
15/10/2012,7,2420,3.388429752,4.214876033
16/10/2012,7,2459,2.765351769,4.02602684
17/10/2012,7,2381,3.233935321,4.493910122
19/10/2012,4,1159,3.192407248,4.141501294
21/10/2012,3,1032,3.391472868,4.84496124
22/10/2012,5,1734,3.402537486,5.305651672
23/10/2012,5,1691,3.015966884,4.849201656
24/10/2012,8,2621,2.937809996,4.00610454
25/10/2012,7,2424,2.722772277,4.249174917
26/10/2012,6,1807,2.988378528,4.150525733
28/10/2012,3,1041,2.97790586,3.842459174
29/10/2012,6,2075,3.325301205,3.614457831
30/10/2012,7,2423,3.260420966,3.714403632
31/10/2012,6,2049,3.513909224,3.855539287
01/11/2012,8,2711,3.246034674,4.684618222
02/11/2012,5,1553,2.768834514,4.05666452
04/11/2012,3,1024,2.9296875,3.90625
05/11/2012,7,2389,3.432398493,4.813729594
06/11/2012,5,1747,4.235832856,3.434459073
07/11/2012,7,2444,3.232405892,4.337152209
08/11/2012,7,2343,3.03030303,4.822876654
09/11/2012,3,853,4.337631887,3.048065651
11/11/2012,3,1046,3.824091778,4.684512428
12/11/2012,6,2058,2.380952381,4.567541302
13/11/2012,5,1753,3.593839133,4.164289789
14/11/2012,7,3889,2.828490615,4.139881718
15/11/2012,7,2379,3.15258512,3.614964271
16/11/2012,4,1391,3.3069734,4.529115744
17/11/2012,1,140,1.428571429,2.857142857
18/11/2012,3,1021,3.525954946,4.603330069
19/11/2012,5,1701,3.174603175,3.703703704
20/11/2012,7,2370,3.797468354,4.092827004
21/11/2012,5,1674,3.106332139,4.898446834
22/11/2012,5,1696,3.950471698,3.419811321
23/11/2012,4,1183,3.465765004,5.325443787
25/11/2012,3,1056,2.367424242,3.693181818
26/11/2012,6,2029,4.139970429,3.745687531
27/11/2012,6,2071,2.993722839,4.200869145
28/11/2012,6,2058,2.818270165,5.199222546
29/11/2012,6,2044,3.082191781,4.452054795
30/11/2012,3,1011,2.176063304,4.648862512
02/12/2012,3,1094,3.473491773,3.382084095
03/12/2012,7,2397,3.420942845,3.420942845
04/12/2012,6,2050,2.829268293,4.487804878
05/12/2012,7,2398,3.085904921,2.960800667
06/12/2012,7,2416,2.98013245,4.139072848
07/12/2012,4,1320,2.727272727,4.242424242
09/12/2012,2,656,3.963414634,3.81097561
10/12/2012,4,1389,3.455723542,4.319654428
11/12/2012,4,1378,3.483309144,3.193033382
12/12/2012,5,1709,1.813926273,4.330017554
13/12/2012,2,695,2.877697842,3.597122302
14/12/2012,2,681,1.615271659,5.873715125
16/12/2012,1,353,3.116147309,4.249291785
17/12/2012,4,1513,2.379378718,4.163912756
18/12/2012,1,355,0.845070423,4.788732394
19/12/2012,3,1071,3.081232493,3.267973856
20/12/2012,3,1037,2.892960463,4.725168756
21/12/2012,1,336,3.273809524,3.273809524
23/12/2012,1,350,5.714285714,2.285714286
26/12/2012,4,1394,3.371592539,3.87374462
27/12/2012,1,321,3.115264798,4.984423676
28/12/2012,3,1004,2.19123506,3.386454183
30/12/2012,2,635,3.149606299,4.724409449
01/01/2013,5,1668,3.896882494,4.676258993
02/01/2013,2,671,4.321907601,4.470938897
03/01/2013,2,689,3.338171263,3.773584906
04/01/2013,2,675,2.666666667,4.888888889
06/01/2013,3,1043,3.355704698,4.793863854
07/01/2013,6,2089,3.159406415,3.829583533
08/01/2013,3,965,3.834196891,4.766839378
09/01/2013,3,975,1.846153846,3.692307692
10/01/2013,1,354,1.694915254,3.107344633
11/01/2013,2,763,2.752293578,4.718217562
13/01/2013,1,330,2.727272727,3.636363636
14/01/2013,3,1066,3.470919325,4.596622889
15/01/2013,3,1002,3.493013972,3.992015968
16/01/2013,6,2047,2.882266732,4.689789936
17/01/2013,6,2064,2.858527132,4.312015504
18/01/2013,5,1599,2.751719825,4.06504065
20/01/2013,3,1034,2.611218569,3.965183752
21/01/2013,4,1280,3.4375,4.0625
22/01/2013,7,2374,2.274641955,4.380791912
23/01/2013,7,2455,2.932790224,3.951120163
24/01/2013,4,1389,1.871850252,4.607631389
25/01/2013,5,1749,2.801600915,2.858776444
27/01/2013,3,1070,2.803738318,4.112149533
28/01/2013,6,2101,2.284626368,3.141361257
29/01/2013,8,2762,2.896451846,3.982621289
30/01/2013,6,2104,3.041825095,4.372623574
31/01/2013,8,2735,2.81535649,4.643510055
01/02/2013,5,2201,4.361653794,2.95320309
03/02/2013,3,994,3.521126761,3.822937626
04/02/2013,7,2389,2.80452072,3.892842193
05/02/2013,7,2487,2.171290712,5.146763168
06/02/2013,5,1768,2.771493213,4.63800905
07/02/2013,6,2097,3.195040534,4.387219838
08/02/2013,5,1537,3.383214053,4.879635654
10/02/2013,3,1015,3.15270936,3.645320197
11/02/2013,4,1456,2.678571429,3.914835165
12/02/2013,8,2772,2.705627706,3.968253968
13/02/2013,7,2417,2.565163426,4.468349193
14/02/2013,7,2460,2.520325203,5
15/02/2013,2,734,2.316076294,3.950953678
17/02/2013,1,358,4.469273743,3.072625698
18/02/2013,5,1751,2.855511136,4.911479155
19/02/2013,5,1687,2.608180202,3.734439834
20/02/2013,7,2312,2.595155709,3.849480969
21/02/2013,4,2826,2.760084926,4.847841472
22/02/2013,5,1775,2.704225352,4.732394366
23/02/2013,1,267,2.621722846,3.370786517
25/02/2013,4,1387,3.604902668,4.686373468
26/02/2013,6,2045,3.276283619,4.449877751
27/02/2013,7,2311,2.596278667,4.63003029
28/02/2013,6,2109,2.181128497,4.8838312
01/03/2013,4,1634,3.304773562,3.427172583
03/03/2013,3,980,2.959183673,5.510204082
04/03/2013,6,2061,3.784570597,3.930131004
05/03/2013,6,2084,2.495201536,4.414587332
06/03/2013,6,2097,2.908917501,3.814973772
07/03/2013,8,2684,2.719821162,4.396423249
08/03/2013,6,2390,2.635983264,3.221757322
10/03/2013,2,677,1.920236337,2.954209749
11/03/2013,5,1720,3.081395349,4.534883721
12/03/2013,7,2346,2.557544757,4.177323103
13/03/2013,7,2468,2.998379254,3.484602917
14/03/2013,6,2069,2.271628806,3.189946834
15/03/2013,4,1572,3.753180662,3.562340967
17/03/2013,1,352,0.568181818,3.409090909
18/03/2013,2,696,2.873563218,3.879310345
19/03/2013,7,2366,2.70498732,3.803888419
20/03/2013,7,2212,2.622061483,5.198915009
21/03/2013,4,1372,3.06122449,4.081632653
22/03/2013,3,1219,3.773584906,5.660377358
24/03/2013,2,670,2.985074627,4.626865672
25/03/2013,2,750,3.6,4.533333333
26/03/2013,6,2044,1.859099804,3.767123288
27/03/2013,5,1709,2.808660035,3.21825629
29/03/2013,2,772,2.590673575,6.735751295
31/03/2013,3,1078,3.339517625,4.174397032
01/04/2013,4,1313,3.351104341,5.178979436
02/04/2013,4,2750,2.327272727,3.818181818
03/04/2013,4,1332,2.702702703,3.828828829
04/04/2013,5,1731,2.71519353,3.408434431
05/04/2013,5,2059,2.719766877,4.419621175
07/04/2013,1,339,2.064896755,3.83480826
08/04/2013,3,1059,3.682719547,3.493862134
09/04/2013,6,2042,3.721841332,3.966699314
10/04/2013,7,2504,2.276357827,4.47284345
11/04/2013,4,1425,2.175438596,4.280701754
12/04/2013,6,2867,3.662364841,4.499476805
14/04/2013,1,325,2.461538462,3.692307692
15/04/2013,6,2061,2.5715672,4.754973314
16/04/2013,4,1346,2.748885587,3.640416048
17/04/2013,4,1403,2.993585175,3.920171062
18/04/2013,6,2038,3.631010795,4.514229637
19/04/2013,5,1948,2.823408624,5.030800821
21/04/2013,1,348,1.436781609,3.735632184
22/04/2013,1,353,5.099150142,1.699716714
23/04/2013,5,1723,2.437608822,3.656413233
24/04/2013,3,1083,3.50877193,3.970452447
25/04/2013,7,2366,2.535925613,5.198647506
26/04/2013,5,2078,3.1280077,4.138594803
28/04/2013,1,383,4.699738903,3.916449086
29/04/2013,5,1699,2.177751619,4.061212478
30/04/2013,7,2341,2.477573686,3.374626228
01/05/2013,7,2336,2.61130137,4.280821918
02/05/2013,5,1721,4.00929692,3.951191168
03/05/2013,5,2035,3.194103194,3.832923833
05/05/2013,3,998,2.204408818,4.809619238
06/05/2013,3,1013,1.776900296,4.73840079
07/05/2013,8,2728,3.005865103,4.288856305
08/05/2013,7,3795,2.977602108,3.847167325
09/05/2013,6,2000,3.2,3.75
10/05/2013,7,3246,3.14232902,3.82008626
12/05/2013,3,1063,2.634054563,3.38664158
13/05/2013,7,2360,2.711864407,4.36440678
14/05/2013,5,1763,2.43902439,4.424276801
15/05/2013,4,1391,2.731847592,3.3069734
16/05/2013,7,2404,2.495840266,4.783693844
17/05/2013,6,2406,2.701579385,4.364089776
19/05/2013,3,1035,2.801932367,5.314009662
20/05/2013,6,2124,2.966101695,5.649717514
21/05/2013,5,1709,2.223522528,4.856641311
22/05/2013,6,2061,3.299369238,5.482775352
23/05/2013,5,1797,2.838063439,4.396215915
24/05/2013,3,1140,2.894736842,5.614035088
25/05/2013,1,367,4.632152589,2.72479564
26/05/2013,2,716,3.072625698,4.329608939
27/05/2013,4,1396,2.29226361,4.584527221
28/05/2013,6,2037,2.552773687,3.927344134
29/05/2013,6,2069,3.72160464,4.978250362
30/05/2013,4,1348,2.448071217,4.228486647
31/05/2013,4,1612,2.915632754,3.287841191
02/06/2013,2,724,3.453038674,3.729281768
03/06/2013,7,2451,2.407180743,3.875968992
04/06/2013,7,2454,2.893235534,4.23797881
05/06/2013,5,1715,3.265306122,5.481049563
06/06/2013,6,2066,3.727008712,4.598257502
07/06/2013,5,1999,3.301650825,3.751875938
09/06/2013,3,996,2.309236948,4.21686747
10/06/2013,5,1725,2.31884058,4.985507246
11/06/2013,6,2046,3.274682307,4.643206256
12/06/2013,7,3906,3.097798259,3.76344086
13/06/2013,5,1770,2.542372881,4.915254237
14/06/2013,4,1585,2.586750789,3.09148265
16/06/2013,3,1030,3.203883495,3.59223301
17/06/2013,6,2080,3.653846154,4.759615385
18/06/2013,8,2751,3.126135951,5.052708106
19/06/2013,5,1731,3.119584055,4.448295783
20/06/2013,7,2449,2.9399755,4.124132299
21/06/2013,4,1616,2.537128713,3.527227723
23/06/2013,3,1025,4.585365854,4.682926829
24/06/2013,6,2109,3.082029398,5.02607871
25/06/2013,7,2409,2.366127024,4.234122042
26/06/2013,5,1713,2.393461763,3.852889667
27/06/2013,6,2046,2.688172043,3.225806452
28/06/2013,5,2289,3.451288772,4.587155963
30/06/2013,2,695,3.597122302,2.877697842
01/07/2013,4,1398,3.147353362,4.291845494
02/07/2013,3,1019,3.925417076,2.944062807
03/07/2013,5,1729,2.139965298,3.759398496
04/07/2013,4,1368,3.143274854,4.020467836
05/07/2013,5,1869,2.835741038,4.975922953
07/07/2013,3,1043,3.259827421,3.068072867
08/07/2013,5,1775,2.478873239,3.661971831
09/07/2013,4,1346,2.823179792,3.640416048
10/07/2013,6,1761,2.839295855,4.429301533
11/07/2013,5,1763,3.176403857,3.062960862
12/07/2013,4,1445,1.660899654,4.844290657
15/07/2013,9,3112,3.309768638,4.177377892
16/07/2013,6,2111,2.652771198,4.737091426
17/07/2013,5,1637,3.237629811,4.459376909
18/07/2013,5,1713,2.159953298,4.028021016
19/07/2013,3,1148,2.787456446,4.703832753
21/07/2013,3,1056,3.125,3.977272727
22/07/2013,7,3876,2.270381837,3.895768834
23/07/2013,3,958,3.653444676,4.175365344
24/07/2013,4,1358,3.387334315,4.270986745
25/07/2013,5,1616,3.094059406,4.517326733
26/07/2013,4,1639,2.867602196,3.477730323
28/07/2013,3,999,3.403403403,5.305305305
29/07/2013,4,1394,2.654232425,4.806312769
30/07/2013,6,2129,2.348520432,3.898543917
31/07/2013,4,1465,3.003412969,4.300341297
01/08/2013,4,1416,3.672316384,3.531073446
02/08/2013,6,2406,3.57439734,3.990024938
04/08/2013,3,1018,3.241650295,4.322200393
05/08/2013,6,2088,2.394636015,3.927203065
06/08/2013,4,1402,2.781740371,4.707560628
07/08/2013,4,1307,2.448355011,3.978576894
08/08/2013,6,2117,2.550779405,3.68445914
09/08/2013,5,2042,2.105778648,4.603330069
11/08/2013,3,1061,3.110273327,3.864278982
12/08/2013,5,1664,2.463942308,5.408653846
13/08/2013,5,1729,2.197802198,4.453441296
14/08/2013,6,1993,2.960361264,4.014049172
15/08/2013,3,985,2.131979695,4.873096447
16/08/2013,4,1635,2.385321101,3.914373089
18/08/2013,3,1054,3.510436433,5.123339658
19/08/2013,5,1531,2.743305029,3.396472894
20/08/2013,5,1695,2.949852507,4.542772861
21/08/2013,5,1704,2.699530516,4.460093897
22/08/2013,4,1387,2.307137707,4.253785148
23/08/2013,5,1988,2.464788732,3.521126761
25/08/2013,3,1039,3.946102021,4.138594803
26/08/2013,2,707,3.536067893,2.687411598
27/08/2013,5,1708,3.278688525,3.805620609
28/08/2013,5,1735,3.342939481,3.919308357
29/08/2013,4,1409,3.193754436,4.400283889
30/08/2013,5,2039,3.089749877,4.315841099
01/09/2013,3,1058,3.780718336,3.59168242
02/09/2013,2,665,4.661654135,4.511278195
03/09/2013,8,2798,2.358827734,3.35954253
04/09/2013,5,1707,4.335090803,3.925014646
05/09/2013,5,1714,3.208868145,4.434072345
06/09/2013,4,1456,3.159340659,4.945054945
08/09/2013,3,1028,3.210116732,3.501945525
09/09/2013,5,1759,2.330869812,4.093234792
10/09/2013,5,1770,3.559322034,3.276836158
11/09/2013,5,1728,3.18287037,3.761574074
12/09/2013,5,1750,2.457142857,4.571428571
13/09/2013,6,2335,3.725910064,4.325481799
15/09/2013,3,1008,4.067460317,3.968253968
16/09/2013,7,2445,3.353783231,4.498977505
17/09/2013,4,1381,3.041274439,4.489500362
18/09/2013,4,1369,3.506208912,4.236669102
19/09/2013,7,2241,1.784917448,4.283801874
20/09/2013,4,1718,2.793946449,3.899883586
21/09/2013,1,297,3.03030303,4.04040404
22/09/2013,1,343,2.332361516,2.623906706
23/09/2013,5,1682,3.210463734,5.529131986
24/09/2013,5,1752,2.397260274,4.50913242
25/09/2013,5,1742,2.468427095,4.247990815
26/09/2013,3,980,2.346938776,4.489795918
27/09/2013,5,1923,2.704108164,3.328133125
29/09/2013,3,995,1.708542714,3.618090452
30/09/2013,5,1767,2.886247878,4.41426146
01/10/2013,5,1876,4.317697228,4.051172708
02/10/2013,6,2120,2.122641509,3.679245283
03/10/2013,5,1793,2.900167317,4.517568321
04/10/2013,6,2496,2.96474359,3.205128205
06/10/2013,3,1117,2.954341987,4.476275739
07/10/2013,5,1722,2.903600465,4.761904762
08/10/2013,3,981,2.956167176,4.689092762
09/10/2013,6,2041,3.429691328,4.703576678
10/10/2013,6,2025,2.419753086,3.851851852
11/10/2013,4,1543,3.175631886,4.406999352
13/10/2013,1,344,3.779069767,3.488372093
14/10/2013,4,1383,3.615328995,3.976861894
15/10/2013,6,2050,2.536585366,4.536585366
16/10/2013,5,2272,3.961267606,3.785211268
17/10/2013,6,2144,2.938432836,4.244402985
18/10/2013,5,1855,3.07277628,4.74393531
20/10/2013,2,707,3.96039604,3.253182461
21/10/2013,6,2090,2.583732057,4.019138756
22/10/2013,6,2040,1.81372549,3.725490196
23/10/2013,4,1385,2.599277978,4.187725632
24/10/2013,4,1356,2.138643068,4.203539823
25/10/2013,5,1855,3.288409704,3.935309973
27/10/2013,3,1060,2.735849057,5
28/10/2013,4,1349,3.854707191,3.409933284
29/10/2013,5,1792,3.348214286,4.241071429
30/10/2013,7,2381,2.645947081,3.611927761
31/10/2013,2,688,3.343023256,3.924418605
01/11/2013,5,1972,3.346855984,4.716024341
03/11/2013,2,706,3.682719547,4.815864023
04/11/2013,6,2166,3.693444137,4.385964912
05/11/2013,6,1942,1.647785788,5.097837281
06/11/2013,6,2039,2.942618931,4.806277587
07/11/2013,4,1399,2.430307362,3.716940672
08/11/2013,4,1477,3.249830738,3.114421124
10/11/2013,3,975,2.051282051,6.153846154
11/11/2013,5,1696,2.712264151,3.891509434
12/11/2013,4,1385,4.259927798,4.40433213
13/11/2013,5,1747,4.064109903,4.121350887
14/11/2013,6,2126,2.398871119,4.280338664
15/11/2013,5,1984,2.368951613,4.08266129
17/11/2013,3,970,3.402061856,4.432989691
18/11/2013,5,1746,2.119129439,3.72279496
19/11/2013,6,2037,3.338242514,5.252822779
20/11/2013,5,1708,2.75175644,3.805620609
21/11/2013,5,1767,2.942840973,4.923599321
22/11/2013,4,1541,2.271252433,5.06164828
24/11/2013,3,1036,3.281853282,2.992277992
25/11/2013,5,1779,3.316469927,3.541315346
26/11/2013,9,3074,2.635003253,5.172413793
27/11/2013,5,1732,2.944572748,4.503464203
28/11/2013,6,2092,3.011472275,4.063097514
29/11/2013,5,2001,3.5982009,3.848075962
01/12/2013,4,1394,3.802008608,4.87804878
02/12/2013,5,1804,3.658536585,4.711751663
03/12/2013,6,2070,3.574879227,3.47826087
04/12/2013,5,1705,2.170087977,5.161290323
05/12/2013,4,1375,2.4,3.709090909
06/12/2013,5,1950,4.564102564,4.358974359
08/12/2013,1,344,2.61627907,4.360465116
09/12/2013,5,1780,3.202247191,3.539325843
10/12/2013,5,1732,2.886836028,3.464203233
11/12/2013,4,1372,2.915451895,4.300291545
12/12/2013,6,2027,3.058707449,4.933399112
13/12/2013,2,892,2.802690583,3.923766816
15/12/2013,2,666,3.603603604,3.003003003
16/12/2013,5,1782,2.132435466,5.331088664
17/12/2013,5,1707,2.050380785,3.632103105
18/12/2013,4,1388,3.602305476,3.962536023
19/12/2013,4,1372,2.623906706,4.227405248
20/12/2013,5,2223,2.294197031,3.733693207
22/12/2013,3,1041,1.152737752,4.034582133
23/12/2013,5,1738,2.128883774,2.704257768
26/12/2013,5,1664,3.125,4.026442308
27/12/2013,4,1615,1.857585139,5.263157895
29/12/2013,3,1031,3.006789525,3.685741998
30/12/2013,5,1687,3.023117961,3.793716657
01/01/2014,5,1658,3.920386007,3.980699638
02/01/2014,4,1384,2.528901734,4.624277457
03/01/2014,4,1628,2.334152334,3.931203931
05/01/2014,2,715,2.937062937,3.636363636
06/01/2014,4,1401,3.211991435,4.996431121
07/01/2014,5,1683,2.376708259,4.515745692
08/01/2014,6,2055,2.189781022,4.282238443
09/01/2014,7,2446,2.166802944,4.578904334
10/01/2014,6,2350,3.234042553,3.659574468
12/01/2014,3,1052,3.6121673,4.087452471
13/01/2014,7,2410,2.365145228,4.68879668
14/01/2014,6,2069,3.141614306,3.72160464
15/01/2014,6,1962,3.414882773,3.924566769
16/01/2014,7,2353,2.209944751,4.589885253
17/01/2014,5,1873,2.776294714,4.644954618
19/01/2014,3,1032,2.810077519,3.100775194
20/01/2014,5,1701,3.350970018,4.409171076
21/01/2014,6,2059,2.865468674,4.905293832
22/01/2014,7,2338,2.138579983,3.207869974
23/01/2014,5,1699,2.884049441,3.531489111
24/01/2014,6,2312,3.157439446,4.584775087
26/01/2014,3,1008,3.373015873,4.365079365
27/01/2014,8,2749,2.873772281,5.274645326
28/01/2014,4,1455,1.993127148,3.780068729
29/01/2014,8,2675,2.317757009,3.626168224
